"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-01-13","AL","A",5760,4862,187,898,38229,38229,2975,642,2466,,1662596,6653,,,,1410,,410995,327128,3147,0,,,,,,211684,,0,1989724,8705,,,94370,,1989724,8705,,0
"2021-01-13","AR","A+",4186,3470,65,716,12414,12414,1362,101,,432,2006960,9097,,,2006960,1315,255,262020,212464,2467,0,,,,58485,,232709,,0,2219424,10688,,,,299123,,0,2219424,10688
"2021-01-13","AS","N/A",0,,0,,,,,0,,,2140,0,,,,,,0,0,0,0,,,,,,,,0,2140,0,,,,,,0,2140,0
"2021-01-13","AZ","A+",10673,9620,191,1053,44863,44863,5055,474,,1158,2524887,10993,,,,,805,641729,606848,5629,0,,,,,,87672,,0,5788321,45878,401017,,,,3131735,15991,5788321,45878
"2021-01-13","CA","B",31102,,589,,,,22550,0,,4929,34061612,300516,,,,,,2781039,2781039,33751,0,,,,,,,,0,36842651,334267,,,,,,0,36842651,334267
"2021-01-13","CO","A",5285,4596,43,689,20432,20432,886,152,,,1912227,7235,268778,,,,,366774,350145,2438,0,36230,,,,,19457,4856955,35319,4856955,35319,307723,,,,2262372,9350,,0
"2021-01-13","CT","B",6536,5305,87,1231,12257,12257,1148,0,,,4607493,53365,,,,,,220576,207740,3529,0,,,,,,9800,,0,4828069,56894,,160761,,,,0,4815233,56600
"2021-01-13","DC","A+",831,,6,,,,293,0,,59,940970,3345,,,,,20,32600,,177,0,,,,,,22673,973570,3522,973570,3522,,,,,374073,740,,0
"2021-01-13","DE","A+",994,889,3,105,,,474,0,,55,476180,2893,,,,,,67173,64194,727,0,,,,,68972,18851,1081445,7745,1081445,7745,,,,,543353,3620,,0
"2021-01-13","FL","A",23759,,174,,67598,67598,7584,440,,,7850188,39033,578113,560932,13360126,,,1490148,1249346,13664,0,71851,,69600,,1938562,,17148040,116070,17148040,116070,650372,,630838,,9340336,52697,15367290,105916
"2021-01-13","GA","A+",11803,10580,141,1223,45533,45533,6108,356,7837,,5109618,20450,,,,,,654356,654356,5662,0,50661,,,127932,618324,,,0,5763974,26112,417679,,,,,0,5763974,26112
"2021-01-13","GU","B",124,,0,,,,7,0,,3,92375,295,,,,,3,7444,7250,21,0,19,253,,,,7208,,0,99819,316,337,7013,,,,0,99625,306
"2021-01-13","HI","A",312,,3,,1913,1913,114,11,,26,,0,,,,,22,24259,23733,106,0,,,,,23384,11958,882893,4819,882893,4819,,,,,,0,,0
"2021-01-13","IA","A+",4232,,10,,,,516,0,,79,951915,2310,,79933,2045503,,30,253307,253307,1441,0,,50025,10446,47012,274250,260557,,0,1205222,3751,,972075,90419,198901,1207498,3753,2331547,12289
"2021-01-13","ID","A",1556,1373,12,183,6128,6128,283,49,1076,72,441977,779,,,,,,151273,124248,1034,0,,,,,,67633,,0,566225,1510,,78973,,,566225,1510,903361,3474
"2021-01-13","IL","A",19617,17840,120,1777,,,3642,0,,749,13293554,70245,,,,,386,1046030,,5862,0,,,,,,,,0,14339584,76107,,,,,,0,14339584,76107
"2021-01-13","IN","A+",9163,8790,59,373,37679,37679,2484,174,6583,550,2205872,6192,,,,,284,574119,,3642,0,,,,,652054,372444,,0,6220087,44959,,,,,2779991,9834,6220087,44959
"2021-01-13","KS","A+",3355,,100,,7540,7540,892,189,2027,217,831891,12877,,,,413,65,252041,,4539,0,,,,,,5026,,0,1083932,17416,,,,,1083932,17416,,0
"2021-01-13","KY","A+",2991,2767,47,224,14892,14892,1702,154,3278,403,3117169,20200,,,,,225,313282,249686,4553,0,7527,22727,,,205437,39723,,0,3366855,23494,104207,221181,,,,0,3366855,23494
"2021-01-13","LA","A",8022,7582,51,440,,,2029,0,,,4172023,16174,,,,,235,355835,317336,2896,0,,,,,,298614,,0,4527858,19070,,267725,,,,0,4489359,17928
"2021-01-13","MA","A+",13359,13082,86,277,17109,17109,2200,506,,461,3837617,15517,,,,,286,448447,427752,5918,0,,,13123,,513918,293522,,0,11944985,100276,,,141687,411710,4265369,20795,11944985,100276
"2021-01-13","MD","A",6404,6233,37,171,28986,28986,1929,126,,454,2667562,8820,,158859,,,,314867,314867,2516,0,,,20915,,382784,9439,,0,6254353,34334,,,179774,,2982429,11336,6254353,34334
"2021-01-13","ME","A+",453,447,4,6,1201,1201,207,12,,64,1183548,10180,13301,,1177587,,23,31150,25708,824,0,614,6022,,,30929,11809,,0,1214698,11004,13927,116938,,,,0,1209256,10725
"2021-01-13","MI","A+",14336,13533,40,803,,,2246,0,,501,8092393,38500,,,8092393,,255,573278,528306,3128,0,,,,,667624,415079,,0,8665671,41628,457314,,,,,0,8760017,41461
"2021-01-13","MN","A",5774,5567,50,207,23018,23018,665,87,4822,129,2681279,6151,,,,,,440354,423229,1487,0,,,,,,419139,5733978,18984,5733978,18984,,272733,,,3104508,7434,,0
"2021-01-13","MO","A+",6171,,16,,,,2545,0,,602,1701829,3807,105952,91475,3376838,,327,429177,429177,2060,0,15943,56007,10549,,474343,,,0,3859023,14785,122113,469612,112815,209438,2131006,5867,3859023,14785
"2021-01-13","MP","D",2,2,0,,4,4,,0,,,17429,0,,,,,,128,128,0,0,,,,,,29,,0,17557,0,,,,,17542,0,26131,0
"2021-01-13","MS","A+",5315,4066,31,1249,8425,8425,1446,0,,360,1222926,0,,,,,228,243899,159985,1942,0,95,,,,,198888,,0,1466825,1942,66266,522512,,,,0,1381192,0
"2021-01-13","MT","A",1069,,2,,3903,3903,199,20,,36,767416,2899,,,,,21,87653,87653,576,0,,,,,,81676,,0,855069,3475,,,,,,0,855069,3475
"2021-01-13","NC","A+",7745,7167,107,578,,,3951,0,,848,7125106,33432,,,,,,641073,581331,5098,0,,,,,,521475,,0,7766179,38530,,388038,,,,0,7706437,36891
"2021-01-13","ND","B",1364,,1,,3683,3683,72,16,539,10,289884,573,11953,,,,,95135,91463,167,0,1442,,,,,92029,1287521,4722,1287521,4722,13395,63434,,,385019,740,1361995,5373
"2021-01-13","NE","A",1791,,19,,5497,5497,457,22,,,696439,1271,,,1668291,,,177670,177670,1000,0,,,,,204358,120700,,0,1874707,13341,,,,,874543,2273,1874707,13341
"2021-01-13","NH","B",885,,7,,942,942,275,5,310,,511725,2025,,,,,,54125,39372,977,0,,,,,,46633,,0,1112047,7445,36708,93980,35313,,551097,2606,1112047,7445
"2021-01-13","NJ","A",20161,18070,122,2091,53814,53814,3726,237,,648,7874657,0,,,,,452,602629,543974,7880,0,,,,,,60769,,0,8477286,7880,,,,,,0,8411772,0
"2021-01-13","NM","A",2807,,13,,10872,10872,702,57,,,1965871,10060,,,,,,159119,,1145,0,,,,,,81603,,0,2124990,11205,,,,,,0,2124990,11205
"2021-01-13","NV","A+",3596,,50,,,,1784,0,,411,1001181,3693,,,,,280,253985,253985,1143,0,,,,,,,2268691,13943,2268691,13943,,,,,1255166,4836,,0
"2021-01-13","NY","B",32175,,168,,89995,89995,8929,0,,1501,26748498,182291,,,,,924,1169947,,14577,0,,,,,,112023,27918445,196868,27918445,196868,,,,,,0,,0
"2021-01-13","OH","A+",9881,8874,79,1007,42151,42151,3923,288,6252,959,7543095,20306,,,,,636,799639,707885,6701,0,,56635,,,733473,656433,,0,8250980,25345,,1017161,,,,0,8250980,25345
"2021-01-13","OK","A+",2848,,44,,19199,19199,1856,247,,477,2548026,21403,,,2548026,,,341364,,3907,0,9516,,,,325935,299375,,0,2889390,25310,109422,,,,,0,2881102,24554
"2021-01-13","OR","A+",1667,,54,,7052,7052,447,60,,103,2728906,15674,,,2685110,,50,127780,74629,1173,0,,,,,171576,5870,,0,2856686,16847,,,,,,0,2856686,16847
"2021-01-13","PA","A+",18429,,349,,,,5069,0,,1035,3416372,13212,,,,,645,741389,656131,7960,0,,,,,,556041,,0,4157761,21172,,,,,4072503,19227,8108340,54343
"2021-01-13","PR","B",1659,1379,14,280,,,388,0,,61,305972,0,,,303412,,73,84639,79006,212,0,60142,,,,7002,73760,,0,390611,212,,,,,,0,310546,0
"2021-01-13","RI","A+",1987,,17,,7310,7310,402,69,,49,581723,3226,,,2077108,,35,102485,,1092,0,,,,,122522,6101,2199630,19809,2199630,19809,,,,,684208,4318,,0
"2021-01-13","SC","A+",5911,5402,51,509,15848,15848,2466,142,,475,3170058,31227,92790,,3076502,,277,365378,332990,6021,0,18269,64368,,,426546,168440,,0,3535436,37248,111059,503983,,,,0,3503048,36189
"2021-01-13","SD","A+",1604,,19,,5978,5978,253,35,,62,283104,1465,,,,,33,104195,93580,452,0,,,,,,97829,,0,387299,1917,,,,,387299,1917,816328,5481
"2021-01-13","TN","A+",8148,6856,137,1292,15655,15655,3193,145,,783,5342620,17478,,,5254875,,445,665499,572619,4625,0,,100966,,,660364,588974,,0,6008119,22103,,746789,,,,0,5915239,20426
"2021-01-13","TX","A",30624,,405,,,,14106,0,,3662,13403469,124997,,,,,,2022635,1775619,27343,0,104043,127818,,,1991275,1612188,,0,15179088,147557,850565,1404149,,,,0,15179088,147557
"2021-01-13","UT","A+",1449,,27,,12160,12160,612,101,1945,194,1361505,4704,,,2108668,673,,314817,275136,5188,0,,41058,,39404,298324,257824,,0,2406992,12444,,538572,,218744,1636641,6362,2406992,12444
"2021-01-13","VA","A+",5552,4892,75,660,19470,19470,3209,144,,587,4335162,30398,,,,,362,412545,339468,4598,0,19128,76731,,,424808,33798,4674630,33663,4674630,33663,195642,808831,,,,0,,0
"2021-01-13","VI","D",24,24,0,,,,,0,,,35759,0,,,,,,2166,,0,0,,,,,,2008,,0,37925,0,,,,,38019,0,,0
"2021-01-13","VT","B",158,,0,,,,51,0,,8,271910,746,,,,,,9368,9122,121,0,,,,,,6321,,0,771018,3693,,,,,281032,859,771018,3693
"2021-01-13","WA","A",3789,,90,,16068,16068,1076,90,,216,3843946,21727,,,,,111,278544,266701,1858,0,,,,,,,4110647,23116,4110647,23116,,,,,,0,,0
"2021-01-13","WI","A+",5679,5248,46,431,22705,22705,988,122,2113,225,2414873,5293,,,,,,558020,513270,2771,0,,,,,,480112,5674434,29499,5674434,29499,,,,,2928143,7427,,0
"2021-01-13","WV","B",1671,1441,37,230,,,765,0,,204,1592721,11392,,,,,101,104392,83885,1189,0,,,,,,74739,,0,1697113,12581,27404,,,,,0,1676606,12188
"2021-01-13","WY","B",522,,0,,1197,1197,82,5,,,162408,221,,,496617,,,48289,41283,217,0,,,,,41036,45904,,0,537679,1609,,,,,203691,388,537679,1609
"2021-01-12","AK","A",224,,0,,1104,1104,79,0,,,1308911,0,,,1297818,,9,48797,,0,0,,,,,58423,7165,,0,1357708,0,,,,,,0,1357708,0
"2021-01-12","AL","A",5573,4732,226,841,37587,37587,3076,0,2462,,1655943,6125,,,,1409,,407848,325076,3848,0,,,,,,211684,,0,1981019,8156,,,93710,,1981019,8156,,0
"2021-01-12","AR","A+",4121,3424,40,697,12313,12313,1354,198,,452,1997863,4150,,,1997863,1306,251,259553,210873,3209,0,,,,57537,,229700,,0,2208736,6245,,,,294790,,0,2208736,6245
"2021-01-12","AS","D",0,,0,,,,,0,,,2140,0,,,,,,0,0,0,0,,,,,,,,0,2140,0,,,,,,0,2140,0
"2021-01-12","AZ","A+",10482,9438,335,1044,44389,44389,5082,753,,1183,2513894,10178,,,,,786,636100,601850,8559,0,,,,,,86757,,0,5742443,45750,399611,,,,3115744,18335,5742443,45750
"2021-01-12","CA","B",30513,,548,,,,22665,0,,4962,33761096,301369,,,,,,2747288,2747288,36487,0,,,,,,,,0,36508384,337856,,,,,,0,36508384,337856
"2021-01-12","CO","A",5242,4558,29,684,20280,20280,930,265,,,1904992,4291,266762,,,,,364336,348030,1511,0,35596,,,,,19328,4821636,23473,4821636,23473,305008,,,,2253022,5567,,0
"2021-01-12","CT","B",6449,5236,33,1213,12257,12257,1154,0,,,4554128,31041,,,,,,217047,204505,3689,0,,,,,,9800,,0,4771175,34730,,160761,,,,0,4758633,34422
"2021-01-12","DC","A+",825,,4,,,,283,0,,69,937625,8702,,,,,34,32423,,430,0,,,,,,22464,970048,9132,970048,9132,,,,,373333,2239,,0
"2021-01-12","DE","A+",991,886,5,105,,,473,0,,55,473287,1133,,,,,,66446,63532,619,0,,,,,68284,18851,1073700,9900,1073700,9900,,,,,539733,1752,,0
"2021-01-12","FL","A",23585,,161,,67158,67158,7720,420,,,7811155,40252,578113,560932,13272560,,,1476484,1239950,14526,0,71851,,69600,,1920618,,17031970,117059,17031970,117059,650372,,630838,,9287639,54778,15261374,113009
"2021-01-12","GA","A+",11662,10444,187,1218,45177,45177,6097,435,7799,,5089168,23820,,,,,,648694,648694,5982,0,50103,,,124998,613704,,,0,5737862,29802,416089,,,,,0,5737862,29802
"2021-01-12","GU","B",124,,0,,,,9,0,,4,92080,343,,,,,4,7423,7239,0,0,19,253,,,,7189,,0,99503,343,337,6813,,,,0,99319,348
"2021-01-12","HI","B",309,,0,,1902,1902,124,7,,26,,0,,,,,22,24153,23627,114,0,,,,,23283,11958,878074,3054,878074,3054,,,,,,0,,0
"2021-01-12","IA","A+",4222,,83,,,,552,0,,90,949605,1075,,79806,2034801,,30,251866,251866,637,0,,49499,10320,46529,272707,258758,,0,1201471,1712,,960489,90166,197154,1203745,1707,2319258,7172
"2021-01-12","ID","A",1544,1363,10,179,6079,6079,283,42,1076,72,441198,1560,,,,,,150239,123517,572,0,,,,,,66796,,0,564715,2000,,78973,,,564715,2000,899887,4438
"2021-01-12","IL","A",19497,17743,134,1754,,,3553,0,,757,13223309,86849,,,,,409,1040168,,6642,0,,,,,,,,0,14263477,93491,,,,,,0,14263477,93491
"2021-01-12","IN","A+",9104,8731,88,373,37505,37505,2515,217,6540,553,2199680,4445,,,,,293,570477,,3139,0,,,,,647868,370456,,0,6175128,34244,,,,,2770157,7584,6175128,34244
"2021-01-12","KS","A+",3255,,0,,7351,7351,590,0,1981,156,819014,0,,,,413,48,247502,,0,0,,,,,,4896,,0,1066516,0,,,,,1066516,0,,0
"2021-01-12","KY","A+",2944,2730,22,214,14738,14738,1733,117,3256,397,3096969,6065,,,,,205,308729,246392,3022,0,7459,21988,,,202895,39200,,0,3343361,7879,103953,212102,,,,0,3343361,7879
"2021-01-12","LA","A",7971,7536,53,435,,,2035,0,,,4155849,45336,,,,,244,352939,315582,4705,0,,,,,,280373,,0,4508788,50041,,259866,,,,0,4471431,48628
"2021-01-12","MA","A+",13273,12996,67,277,16603,16603,2219,0,,451,3822100,14061,,,,,271,442529,422474,5487,0,,,13123,,507881,293522,,0,11844709,69982,,,141687,406242,4244574,18967,11844709,69982
"2021-01-12","MD","A",6367,6196,66,171,28860,28860,1952,129,,456,2658742,9164,,154692,,,,312351,312351,2665,0,,,19059,,379748,9434,,0,6220019,31254,,,173751,,2971093,11829,6220019,31254
"2021-01-12","ME","A+",449,443,11,6,1189,1189,203,18,,68,1173368,6710,13282,,1167333,,27,30326,25163,715,0,606,5851,,,30460,11768,,0,1203694,7425,13900,114409,,,,0,1198531,7194
"2021-01-12","MI","A+",14296,13501,104,795,,,2443,0,,525,8053893,32762,,,8053893,,285,570150,525612,2468,0,,,,,664663,415079,,0,8624043,35230,455811,,,,,0,8718556,35336
"2021-01-12","MN","A",5724,5521,13,203,22931,22931,692,116,4811,135,2675128,6787,,,,,,438867,421946,1315,0,,,,,,418610,5714994,27626,5714994,27626,,267462,,,3097074,8017,,0
"2021-01-12","MO","A+",6155,,204,,,,2605,0,,588,1698022,3358,105738,91475,3364375,,341,427117,427117,2131,0,15781,54910,10549,,472050,,,0,3844238,13957,121735,454080,112498,205487,2125139,5489,3844238,13957
"2021-01-12","MP","D",2,2,0,,4,4,,0,,,17429,0,,,,,,128,128,3,0,,,,,,29,,0,17557,3,,,,,17542,0,26131,0
"2021-01-12","MS","A+",5284,4047,98,1237,8425,8425,1466,0,,354,1222926,0,,,,,222,241957,159043,1648,0,95,,,,,198888,,0,1464883,1648,66266,522512,,,,0,1381192,0
"2021-01-12","MT","A",1067,,10,,3883,3883,187,30,,36,764517,5731,,,,,21,87077,87077,424,0,,,,,,81183,,0,851594,6155,,,,,,0,851594,6155
"2021-01-12","NC","A+",7638,7080,60,558,,,3940,0,,839,7091674,52108,,,,,,635975,577872,6851,0,,,,,,521475,,0,7727649,58959,,376857,,,,0,7669546,58222
"2021-01-12","ND","B",1363,,3,,3667,3667,70,11,539,10,289311,1553,11953,,,,,94968,91357,138,0,1442,,,,,91850,1282799,2173,1282799,2173,13395,60944,,,384279,860,1356622,2425
"2021-01-12","NE","A",1772,,12,,5475,5475,484,15,,,695168,727,,,1656163,,,176670,176670,644,0,,,,,203155,122564,,0,1861366,9315,,,,,872270,1369,1861366,9315
"2021-01-12","NH","B",878,,9,,937,937,287,3,308,,509700,-218,,,,,,53148,38791,841,0,,,,,,46031,,0,1104602,5777,36636,91697,35253,,548491,2536,1104602,5777
"2021-01-12","NJ","A",20039,17980,107,2059,53577,53577,3703,242,,658,7874657,212974,,,,,440,594749,537115,4587,0,,,,,,60328,,0,8469406,217561,,,,,,0,8411772,227054
"2021-01-12","NM","A",2794,,30,,10815,10815,715,94,,,1955811,11743,,,,,,157974,,887,0,,,,,,80580,,0,2113785,12630,,,,,,0,2113785,12630
"2021-01-12","NV","A+",3546,,46,,,,1827,0,,425,997488,3915,,,,,292,252842,252842,2593,0,,,,,,,2254748,19664,2254748,19664,,,,,1250330,6508,,0
"2021-01-12","NY","B",32007,,166,,89995,89995,8926,0,,1492,26566207,181457,,,,,909,1155370,,15214,0,,,,,,111141,27721577,196671,27721577,196671,,,,,,0,,0
"2021-01-12","OH","A+",9802,8805,100,997,41863,41863,4010,486,6237,968,7522789,33473,,,,,638,792938,702846,7981,0,,55536,,,728881,648724,,0,8225635,39493,,993668,,,,0,8225635,39493
"2021-01-12","OK","A+",2804,,29,,18952,18952,1902,67,,471,2526623,26707,,,2526623,,,337457,,2210,0,9516,,,,322888,294629,,0,2864080,28917,109422,,,,,0,2856548,29426
"2021-01-12","OR","A+",1613,,8,,6992,6992,453,128,,85,2713232,49455,,,2669293,,49,126607,74629,924,0,,,,,170546,5870,,0,2839839,53215,,,,,,0,2839839,53215
"2021-01-12","PA","A+",18080,,227,,,,5204,0,,1060,3403160,10914,,,,,639,733429,650116,7275,0,,,,,,542737,,0,4136589,18189,,,,,4053276,16573,8053997,50024
"2021-01-12","PR","B",1645,1365,3,280,,,390,0,,77,305972,0,,,303412,,73,84427,78815,959,0,60006,,,,7002,73760,,0,390399,959,,,,,,0,310546,0
"2021-01-12","RI","A+",1970,,23,,7241,7241,402,50,,53,578497,2695,,,2058594,,34,101393,,786,0,,,,,121227,6042,2179821,13001,2179821,13001,,,,,679890,3481,,0
"2021-01-12","SC","A+",5860,5358,34,502,15706,15706,2453,42,,485,3138831,7870,92400,,3046135,,270,359357,328028,1703,0,18069,62535,,,420724,166724,,0,3498188,9573,110469,495253,,,,0,3466859,9310
"2021-01-12","SD","A+",1585,,0,,5943,5943,240,26,,57,281639,426,,,,,32,103743,93276,244,0,,,,,,97407,,0,385382,670,,,,,385382,670,810847,3498
"2021-01-12","TN","A+",8011,6757,146,1254,15510,15510,3230,151,,756,5325142,12884,,,5236613,,432,660874,569671,3478,0,,99157,,,658200,579345,,0,5986016,16362,,733789,,,,0,5894813,14953
"2021-01-12","TX","A",30219,,286,,,,14218,0,,3619,13278472,69479,,,,,,1995292,1753059,26052,0,103243,126267,,,1965279,1595600,,0,15031531,92226,847195,1394289,,,,0,15031531,92226
"2021-01-12","UT","A+",1422,,26,,12059,12059,605,119,1933,187,1356801,4785,,,2098141,668,,309629,273478,2146,0,,40124,,38501,296407,253415,,0,2394548,12698,,527054,,212834,1630279,6500,2394548,12698
"2021-01-12","VA","A+",5477,4833,84,644,19326,19326,3185,144,,582,4304764,16354,,,,,349,407947,336203,4561,0,18945,75090,,,419898,33562,4640967,19827,4640967,19827,194986,793498,,,,0,,0
"2021-01-12","VI","D",24,24,0,,,,,0,,,35759,433,,,,,,2166,,23,0,,,,,,2008,,0,37925,456,,,,,38019,463,,0
"2021-01-12","VT","B",158,,2,,,,56,0,,10,271164,-5,,,,,,9247,9009,169,0,,,,,,6226,,0,767325,5585,,,,,280173,161,767325,5585
"2021-01-12","WA","A",3699,,1,,15978,15978,1074,207,,234,3822219,47805,,,,,116,276686,265312,5091,0,,,,,,,4087531,52757,4087531,52757,,,,,,0,,0
"2021-01-12","WI","A+",5633,5211,58,422,22583,22583,1017,149,2107,221,2409580,3846,,,,,,555249,511136,3307,0,,,,,,477460,5644935,18049,5644935,18049,,,,,2920716,6636,,0
"2021-01-12","WV","B",1634,1411,40,223,,,755,0,,203,1581329,9208,,,,,104,103203,83089,921,0,,,,,,72992,,0,1684532,10129,27227,,,,,0,1664418,9857
"2021-01-12","WY","B",522,,33,,1192,1192,106,-24,,,162187,-85,,,495110,,,48072,41116,677,0,,,,,40935,45223,,0,536070,1456,,,,,203303,477,536070,1456
"2021-01-11","AK","A",224,,0,,1104,1104,79,3,,,1308911,5055,,,1297818,,9,48797,,173,0,,,,,58423,7165,,0,1357708,5228,,,,,,0,1357708,5228
"2021-01-11","AL","A",5347,4593,13,754,37587,37587,3088,833,2459,,1649818,4447,,,,1406,,404000,323045,2100,0,,,,,,211684,,0,1972863,6207,,,93355,,1972863,6207,,0
"2021-01-11","AR","A+",4081,3392,38,689,12115,12115,1371,0,,460,1993713,8867,,,1993713,1290,268,256344,208778,1268,0,,,,56293,,226700,,0,2202491,9896,,,,288775,,0,2202491,9896
"2021-01-11","AS","D",0,,0,,,,,0,,,2140,0,,,,,,0,0,0,0,,,,,,,,0,2140,0,,,,,,0,2140,0
"2021-01-11","AZ","A+",10147,9123,6,1024,43636,43636,4997,54,,1158,2503716,13545,,,,,783,627541,593693,8995,0,,,,,,85912,,0,5696693,61574,399328,,,,3097409,22147,5696693,61574
"2021-01-11","CA","B",29965,,264,,,,22633,0,,4971,33459727,303865,,,,,,2710801,2710801,39839,0,,,,,,,,0,36170528,343704,,,,,,0,36170528,343704
"2021-01-11","CO","A",5213,4539,5,674,20015,20015,914,30,,,1900701,5880,266762,,,,,362825,346754,1677,0,35596,,,,,19222,4798163,27412,4798163,27412,302358,,,,2247455,7538,,0
"2021-01-11","CT","B",6416,5210,92,1206,12257,12257,1142,0,,,4523087,109111,,,,,,213358,201124,7364,0,,,,,,9800,,0,4736445,116475,,160761,,,,0,4724211,116244
"2021-01-11","DC","A+",821,,4,,,,298,0,,71,928923,3364,,,,,41,31993,,202,0,,,,,,22153,960916,3566,960916,3566,,,,,371094,804,,0
"2021-01-11","DE","A+",986,881,14,105,,,471,0,,58,472154,1869,,,,,,65827,62960,554,0,,,,,67385,18851,1063800,10925,1063800,10925,,,,,537981,2423,,0
"2021-01-11","FL","A",23424,,163,,66738,66738,7650,205,,,7770903,26775,578113,560932,13179694,,,1461958,1229770,11338,0,71851,,69600,,1901127,,16914911,96946,16914911,96946,650372,,630838,,9232861,38113,15148365,93865
"2021-01-11","GA","A+",11475,10299,17,1176,44742,44742,6064,107,7744,,5065348,29431,,,,,,642712,642712,6339,0,49883,,,121787,607912,,,0,5708060,35770,415543,,,,,0,5708060,35770
"2021-01-11","GU","B",124,,0,,,,9,0,,4,91737,630,,,,,4,7423,7234,11,0,19,253,,,,7164,,0,99160,641,331,6552,,,,0,98971,651
"2021-01-11","HI","B",309,,0,,1895,1895,126,31,,25,,0,,,,,21,24039,23513,172,0,,,,,23188,11958,875020,5448,875020,5448,,,,,,0,,0
"2021-01-11","IA","A+",4139,,1,,,,555,0,,96,948530,992,,79543,2028374,,36,251229,251229,476,0,,49008,10106,46066,272000,256151,,0,1199759,1468,,945534,89689,195523,1202038,1460,2312086,4973
"2021-01-11","ID","A",1534,1355,6,179,6037,6037,375,22,1074,76,439638,1067,,,,,,149667,123077,432,0,,,,,,66012,,0,562715,1408,,78973,,,562715,1408,895449,2439
"2021-01-11","IL","A",19363,17627,70,1736,,,3540,0,,759,13136460,61921,,,,,401,1033526,,4776,0,,,,,,,,0,14169986,66697,,,,,,0,14169986,66697
"2021-01-11","IN","A+",9016,8643,31,373,37288,37288,2537,163,6510,568,2195235,6364,,,,,286,567338,,3685,0,,,,,644393,367734,,0,6140884,31731,,,,,2762573,10049,6140884,31731
"2021-01-11","KS","A+",3255,,107,,7351,7351,590,94,1981,156,819014,10129,,,,413,48,247502,,5180,0,,,,,,4896,,0,1066516,15309,,,,,1066516,15309,,0
"2021-01-11","KY","A+",2922,2709,21,213,14621,14621,1709,61,3234,381,3090904,20442,,,,,207,305707,244578,2082,0,7415,21565,,,201852,39020,,0,3335482,24683,103800,208876,,,,0,3335482,24683
"2021-01-11","LA","A",7918,7489,45,429,,,1982,0,,,4110513,11423,,,,,232,348234,312290,1405,0,,,,,,280373,,0,4458747,12828,,251592,,,,0,4422803,12756
"2021-01-11","MA","A+",13206,12929,55,277,16603,16603,2211,0,,451,3808039,12662,,,,,285,437042,417568,4251,0,,,13123,,502356,293522,,0,11774727,57414,,,141687,401034,4225607,16901,11774727,57414
"2021-01-11","MD","A",6301,6129,29,172,28731,28731,1957,208,,447,2649578,13513,,154692,,,,309686,309686,3012,0,,,19059,,376250,9431,,0,6188765,43520,,,173751,,2959264,16525,6188765,43520
"2021-01-11","ME","A+",438,432,6,6,1171,1171,190,13,,57,1166658,22344,13267,,1160561,,21,29611,24679,313,0,596,5687,,,30050,11752,,0,1196269,22657,13875,112159,,,,0,1191337,23220
"2021-01-11","MI","A+",14192,13401,47,791,,,2396,0,,485,8021131,68657,,,8021131,,272,567682,523618,5129,0,,,,,662089,415079,,0,8588813,73786,453747,,,,,0,8683220,74472
"2021-01-11","MN","A",5711,5509,4,202,22815,22815,686,52,4783,141,2668341,5517,,,,,,437552,420716,980,0,,,,,,417005,5687368,16981,5687368,16981,,266495,,,3089057,6310,,0
"2021-01-11","MO","A+",5951,,3,,,,2608,0,,586,1694664,3240,105548,91475,3352795,,326,424986,424986,1659,0,15537,54083,10549,,469691,,,0,3830281,11128,121301,444665,112174,202285,2119650,4899,3830281,11128
"2021-01-11","MP","D",2,2,0,,4,4,,0,,,17429,0,,,,,,125,125,0,0,,,,,,29,,0,17554,0,,,,,17542,0,26131,0
"2021-01-11","MS","A+",5186,3988,19,1179,8425,8425,1424,165,,344,1222926,39348,,,,,221,240309,158266,1227,0,95,,,,,198888,,0,1463235,40575,66266,522512,,,,0,1381192,45719
"2021-01-11","MT","A",1057,,1,,3853,3853,207,19,,35,758786,2860,,,,,18,86653,86653,329,0,,,,,,80674,,0,845439,3189,,,,,,0,845439,3189
"2021-01-11","NC","A+",7578,7031,11,547,,,3843,0,,811,7039566,107398,,,,,,629124,571758,5936,0,,,,,,521475,,0,7668690,113334,,372216,,,,0,7611324,112981
"2021-01-11","ND","B",1360,,0,,3656,3656,74,5,536,10,287758,0,11953,,,,,94830,91308,114,0,1442,,,,,91597,1280626,2073,1280626,2073,13395,57302,,,383419,140,1354197,2317
"2021-01-11","NE","A",1760,,23,,5460,5460,475,16,,,694441,928,,,1647683,,,176026,176026,406,0,,,,,202327,121710,,0,1852051,3962,,,,,870901,1337,1852051,3962
